periodid,periodname,periodcode,perioddescription,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,MOH 515 Rev 2020_Number of over 5 years cases with fever for less than 7 days,MOH 515 Rev 2020_Number of under 5 years cases with fever for less than 7 days
202111,Nov-21,202111,,fVra3Pwta0Q,Migori County,KE_County_44,,1641,1029
202111,Nov-21,202111,,XWALbfAPa6n,West Pokot County,KE_County_24,,91,72
202111,Nov-21,202111,,R6f9znhg37c,Mandera County,KE_County_9,,74,142
202111,Nov-21,202111,,Tvf1zgVZ0K4,Busia County,KE_County_40,,7726,11124
202111,Nov-21,202111,,mYZacFNIB3h,Nyandarua County,KE_County_18,,,3
202111,Nov-21,202111,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,533,705
202111,Nov-21,202111,,wsBsC6gjHvn,Mombasa County,KE_County_1,,34,67
202111,Nov-21,202111,,ihZsJ8alvtb,Kericho County,KE_County_35,,23,91
202111,Nov-21,202111,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,4038,1850
202111,Nov-21,202111,,o36zCRjSd4G,Samburu County,KE_County_25,,91,39
202111,Nov-21,202111,,Y52XNJ50hYb,Meru County,KE_County_12,,60,96
202111,Nov-21,202111,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,138,41
202111,Nov-21,202111,,PFu8alU2KWG,Embu County,KE_County_14,,20,23
202111,Nov-21,202111,,HMNARUV2CW4,Bomet County,KE_County_36,,1,
202111,Nov-21,202111,,nrI2khZx3d0,Kilifi County,KE_County_3,,213,271
202111,Nov-21,202111,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,45,31
202111,Nov-21,202111,,kphDeKClFch,Turkana County,KE_County_23,,1134,1844
202111,Nov-21,202111,,BoDytkJQ4Qi,Makueni County,KE_County_17,,24,30
202111,Nov-21,202111,,sPkRcDvhGWA,Kisii County,KE_County_45,,375,281
202111,Nov-21,202111,,JsH2bnvNt2d,Tana River County,KE_County_4,,597,571
202111,Nov-21,202111,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,34,28
202111,Nov-21,202111,,NjWSbQTwys4,Lamu County,KE_County_5,,4,2
202111,Nov-21,202111,,CeLsrJOH0g9,Wajir County,KE_County_8,,2,57
202111,Nov-21,202111,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,3734,2040
202111,Nov-21,202111,,uyOrcHZBpW0,Garissa County,KE_County_7,,487,354
202211,Nov-22,202211,,NjWSbQTwys4,Lamu County,KE_County_5,,3,2
202211,Nov-22,202211,,CeLsrJOH0g9,Wajir County,KE_County_8,,16,52
202211,Nov-22,202211,,Y52XNJ50hYb,Meru County,KE_County_12,,40,84
202211,Nov-22,202211,,o36zCRjSd4G,Samburu County,KE_County_25,,55,122
202211,Nov-22,202211,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,6122,2578
202211,Nov-22,202211,,wsBsC6gjHvn,Mombasa County,KE_County_1,,29,48
202211,Nov-22,202211,,HMNARUV2CW4,Bomet County,KE_County_36,,14,13
202211,Nov-22,202211,,BjC1xL40gHo,Kakamega County,KE_County_37,,10385,4323
202211,Nov-22,202211,,XWALbfAPa6n,West Pokot County,KE_County_24,,200,288
202211,Nov-22,202211,,vvOK1BxTbet,Baringo County,KE_County_30,,437,369
202211,Nov-22,202211,,sANMZ3lpqGs,Vihiga County,KE_County_38,,4708,1005
202211,Nov-22,202211,,bzOfj0iwfDH,Isiolo County,KE_County_11,,83,210
202211,Nov-22,202211,,j8o6iO4Njsi,Kitui County,KE_County_15,,14,25
202211,Nov-22,202211,,mThvosEflAU,Trans Nzoia County,KE_County_26,,58,33
202211,Nov-22,202211,,Eey8fT4Im3y,Marsabit County,KE_County_10,,114,126
202211,Nov-22,202211,,fVra3Pwta0Q,Migori County,KE_County_44,,3986,1837
202211,Nov-22,202211,,Tvf1zgVZ0K4,Busia County,KE_County_40,,19955,15614
202211,Nov-22,202211,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,472,655
202211,Nov-22,202211,,uepLTG8wGWJ,Nyamira County,KE_County_46,,578,28
202211,Nov-22,202211,,ahwTMNAJvrL,Muranga County,KE_County_21,,16,82
202211,Nov-22,202211,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,1,39
202211,Nov-22,202211,,tAbBVBbueqD,Kisumu County,KE_County_42,,6313,12222
202211,Nov-22,202211,,qKzosKQPl6G,Kiambu County,KE_County_22,,86,149
202211,Nov-22,202211,,N7YETT3A9r1,Kwale County,KE_County_2,,122,152
202211,Nov-22,202211,,ptWVfaCIdVx,Nyeri County,KE_County_19,,8,22
202211,Nov-22,202211,,yhCUgGcCcOo,Machakos County,KE_County_16,,22,45
202211,Nov-22,202211,,nrI2khZx3d0,Kilifi County,KE_County_3,,26,65
202211,Nov-22,202211,,ob6SxuRcqU4,Nakuru County,KE_County_32,,232,366
202211,Nov-22,202211,,u4t9H8XyU9P,Siaya County,KE_County_41,,11339,6395
202211,Nov-22,202211,,PFu8alU2KWG,Embu County,KE_County_14,,17,24
202211,Nov-22,202211,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,81,61
202211,Nov-22,202211,,kphDeKClFch,Turkana County,KE_County_23,,1301,1141
202211,Nov-22,202211,,t0J75eHKxz5,Nandi County,KE_County_29,,255,91
202211,Nov-22,202211,,ihZsJ8alvtb,Kericho County,KE_County_35,,246,443
202211,Nov-22,202211,,xuFdFy6t9AH,Laikipia County,KE_County_31,,100,82
202211,Nov-22,202211,,JsH2bnvNt2d,Tana River County,KE_County_4,,650,677
202211,Nov-22,202211,,mYZacFNIB3h,Nyandarua County,KE_County_18,,11,83
202211,Nov-22,202211,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,13,17
202211,Nov-22,202211,,kqJ83J2D72s,Narok County,KE_County_33,,456,286
202211,Nov-22,202211,,BoDytkJQ4Qi,Makueni County,KE_County_17,,106,108
202211,Nov-22,202211,,jkG3zaihdSs,Nairobi County,KE_County_47,,129,289
202211,Nov-22,202211,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,29,24
202211,Nov-22,202211,,R6f9znhg37c,Mandera County,KE_County_9,,165,180
202211,Nov-22,202211,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,27,42
202211,Nov-22,202211,,sPkRcDvhGWA,Kisii County,KE_County_45,,2890,703
202211,Nov-22,202211,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,3720,2095
202211,Nov-22,202211,,uyOrcHZBpW0,Garissa County,KE_County_7,,301,310
202311,Nov-23,202311,,yhCUgGcCcOo,Machakos County,KE_County_16,,37,25
202311,Nov-23,202311,,kphDeKClFch,Turkana County,KE_County_23,,707,664
202311,Nov-23,202311,,uepLTG8wGWJ,Nyamira County,KE_County_46,,1894,248
202311,Nov-23,202311,,ahwTMNAJvrL,Muranga County,KE_County_21,,18,65
202311,Nov-23,202311,,qKzosKQPl6G,Kiambu County,KE_County_22,,73,146
202311,Nov-23,202311,,ihZsJ8alvtb,Kericho County,KE_County_35,,400,557
202311,Nov-23,202311,,mYZacFNIB3h,Nyandarua County,KE_County_18,,18,30
202311,Nov-23,202311,,ob6SxuRcqU4,Nakuru County,KE_County_32,,147,268
202311,Nov-23,202311,,fVra3Pwta0Q,Migori County,KE_County_44,,2198,2268
202311,Nov-23,202311,,u4t9H8XyU9P,Siaya County,KE_County_41,,8140,2781
202311,Nov-23,202311,,Tvf1zgVZ0K4,Busia County,KE_County_40,,16094,19259
202311,Nov-23,202311,,mThvosEflAU,Trans Nzoia County,KE_County_26,,5,5
202311,Nov-23,202311,,xuFdFy6t9AH,Laikipia County,KE_County_31,,151,136
202311,Nov-23,202311,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,143,32
202311,Nov-23,202311,,bzOfj0iwfDH,Isiolo County,KE_County_11,,167,371
202311,Nov-23,202311,,PFu8alU2KWG,Embu County,KE_County_14,,6,13
202311,Nov-23,202311,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,250,289
202311,Nov-23,202311,,tAbBVBbueqD,Kisumu County,KE_County_42,,5847,13845
202311,Nov-23,202311,,ptWVfaCIdVx,Nyeri County,KE_County_19,,6,14
202311,Nov-23,202311,,t0J75eHKxz5,Nandi County,KE_County_29,,91,42
202311,Nov-23,202311,,N7YETT3A9r1,Kwale County,KE_County_2,,84,139
202311,Nov-23,202311,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,9,33
202311,Nov-23,202311,,sANMZ3lpqGs,Vihiga County,KE_County_38,,3489,836
202311,Nov-23,202311,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,2375,928
202311,Nov-23,202311,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,64,41
202311,Nov-23,202311,,vvOK1BxTbet,Baringo County,KE_County_30,,511,407
202311,Nov-23,202311,,j8o6iO4Njsi,Kitui County,KE_County_15,,76,107
202311,Nov-23,202311,,o36zCRjSd4G,Samburu County,KE_County_25,,78,98
202311,Nov-23,202311,,CeLsrJOH0g9,Wajir County,KE_County_8,,64,242
202311,Nov-23,202311,,Eey8fT4Im3y,Marsabit County,KE_County_10,,124,151
202311,Nov-23,202311,,Y52XNJ50hYb,Meru County,KE_County_12,,106,143
202311,Nov-23,202311,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,8381,3284
202311,Nov-23,202311,,HMNARUV2CW4,Bomet County,KE_County_36,,79,95
202311,Nov-23,202311,,R6f9znhg37c,Mandera County,KE_County_9,,98,127
202311,Nov-23,202311,,jkG3zaihdSs,Nairobi County,KE_County_47,,102,285
202311,Nov-23,202311,,XWALbfAPa6n,West Pokot County,KE_County_24,,57,68
202311,Nov-23,202311,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,3,
202311,Nov-23,202311,,BjC1xL40gHo,Kakamega County,KE_County_37,,10833,3643
202311,Nov-23,202311,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,17,15
202311,Nov-23,202311,,kqJ83J2D72s,Narok County,KE_County_33,,282,319
202311,Nov-23,202311,,wsBsC6gjHvn,Mombasa County,KE_County_1,,29,42
202311,Nov-23,202311,,NjWSbQTwys4,Lamu County,KE_County_5,,5,6
202311,Nov-23,202311,,nrI2khZx3d0,Kilifi County,KE_County_3,,54,125
202311,Nov-23,202311,,uyOrcHZBpW0,Garissa County,KE_County_7,,196,202
202311,Nov-23,202311,,BoDytkJQ4Qi,Makueni County,KE_County_17,,41,54
202311,Nov-23,202311,,sPkRcDvhGWA,Kisii County,KE_County_45,,1999,983
202311,Nov-23,202311,,JsH2bnvNt2d,Tana River County,KE_County_4,,366,202
202411,Nov-24,202411,,NjWSbQTwys4,Lamu County,KE_County_5,,,6
202411,Nov-24,202411,,Y52XNJ50hYb,Meru County,KE_County_12,,114,188
202411,Nov-24,202411,,uyOrcHZBpW0,Garissa County,KE_County_7,,168,176
202411,Nov-24,202411,,wsBsC6gjHvn,Mombasa County,KE_County_1,,168,269
202411,Nov-24,202411,,o36zCRjSd4G,Samburu County,KE_County_25,,233,256
202411,Nov-24,202411,,R6f9znhg37c,Mandera County,KE_County_9,,293,779
202411,Nov-24,202411,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,143,154
202411,Nov-24,202411,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,9371,4228
202411,Nov-24,202411,,BoDytkJQ4Qi,Makueni County,KE_County_17,,1123,635
202411,Nov-24,202411,,N7YETT3A9r1,Kwale County,KE_County_2,,1099,1028
202411,Nov-24,202411,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,90,70
202411,Nov-24,202411,,JsH2bnvNt2d,Tana River County,KE_County_4,,696,469
202411,Nov-24,202411,,mYZacFNIB3h,Nyandarua County,KE_County_18,,3,34
202411,Nov-24,202411,,kqJ83J2D72s,Narok County,KE_County_33,,387,357
202411,Nov-24,202411,,ihZsJ8alvtb,Kericho County,KE_County_35,,244,292
202411,Nov-24,202411,,BjC1xL40gHo,Kakamega County,KE_County_37,,12864,5750
202411,Nov-24,202411,,XWALbfAPa6n,West Pokot County,KE_County_24,,398,403
202411,Nov-24,202411,,HMNARUV2CW4,Bomet County,KE_County_36,,56,106
202411,Nov-24,202411,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,22,44
202411,Nov-24,202411,,kphDeKClFch,Turkana County,KE_County_23,,1525,1879
202411,Nov-24,202411,,PFu8alU2KWG,Embu County,KE_County_14,,42,114
202411,Nov-24,202411,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,11937,3811
202411,Nov-24,202411,,nrI2khZx3d0,Kilifi County,KE_County_3,,730,623
202411,Nov-24,202411,,ob6SxuRcqU4,Nakuru County,KE_County_32,,195,268
202411,Nov-24,202411,,u4t9H8XyU9P,Siaya County,KE_County_41,,12323,5490
202411,Nov-24,202411,,xuFdFy6t9AH,Laikipia County,KE_County_31,,24,46
202411,Nov-24,202411,,tAbBVBbueqD,Kisumu County,KE_County_42,,5584,6934
202411,Nov-24,202411,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,43,75
202411,Nov-24,202411,,ahwTMNAJvrL,Muranga County,KE_County_21,,37,137
202411,Nov-24,202411,,yhCUgGcCcOo,Machakos County,KE_County_16,,4,10
202411,Nov-24,202411,,t0J75eHKxz5,Nandi County,KE_County_29,,6,10
202411,Nov-24,202411,,sPkRcDvhGWA,Kisii County,KE_County_45,,2420,1630
202411,Nov-24,202411,,fVra3Pwta0Q,Migori County,KE_County_44,,3738,3080
202411,Nov-24,202411,,mThvosEflAU,Trans Nzoia County,KE_County_26,,65,155
202411,Nov-24,202411,,Eey8fT4Im3y,Marsabit County,KE_County_10,,369,250
202411,Nov-24,202411,,qKzosKQPl6G,Kiambu County,KE_County_22,,16,24
202411,Nov-24,202411,,j8o6iO4Njsi,Kitui County,KE_County_15,,640,520
202411,Nov-24,202411,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,133,123
202411,Nov-24,202411,,vvOK1BxTbet,Baringo County,KE_County_30,,432,360
202411,Nov-24,202411,,sANMZ3lpqGs,Vihiga County,KE_County_38,,5497,2692
202411,Nov-24,202411,,uepLTG8wGWJ,Nyamira County,KE_County_46,,1665,380
202411,Nov-24,202411,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,326,415
202411,Nov-24,202411,,Tvf1zgVZ0K4,Busia County,KE_County_40,,10010,12813
202411,Nov-24,202411,,bzOfj0iwfDH,Isiolo County,KE_County_11,,58,170
202110,Oct-21,202110,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,72,39
202110,Oct-21,202110,,tAbBVBbueqD,Kisumu County,KE_County_42,,2686,5314
202110,Oct-21,202110,,Eey8fT4Im3y,Marsabit County,KE_County_10,,38,225
202110,Oct-21,202110,,u4t9H8XyU9P,Siaya County,KE_County_41,,6691,4937
202110,Oct-21,202110,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,8,18
202110,Oct-21,202110,,PFu8alU2KWG,Embu County,KE_County_14,,8,14
202110,Oct-21,202110,,j8o6iO4Njsi,Kitui County,KE_County_15,,27,
202110,Oct-21,202110,,sANMZ3lpqGs,Vihiga County,KE_County_38,,3266,1342
202110,Oct-21,202110,,N7YETT3A9r1,Kwale County,KE_County_2,,10,4
202110,Oct-21,202110,,t0J75eHKxz5,Nandi County,KE_County_29,,487,144
202110,Oct-21,202110,,ahwTMNAJvrL,Muranga County,KE_County_21,,76,156
202110,Oct-21,202110,,uepLTG8wGWJ,Nyamira County,KE_County_46,,564,61
202110,Oct-21,202110,,ob6SxuRcqU4,Nakuru County,KE_County_32,,100,246
202110,Oct-21,202110,,fVra3Pwta0Q,Migori County,KE_County_44,,1261,1002
202110,Oct-21,202110,,qKzosKQPl6G,Kiambu County,KE_County_22,,173,241
202110,Oct-21,202110,,yhCUgGcCcOo,Machakos County,KE_County_16,,43,66
202110,Oct-21,202110,,ptWVfaCIdVx,Nyeri County,KE_County_19,,6,17
202110,Oct-21,202110,,R6f9znhg37c,Mandera County,KE_County_9,,177,123
202110,Oct-21,202110,,XWALbfAPa6n,West Pokot County,KE_County_24,,101,68
202110,Oct-21,202110,,bzOfj0iwfDH,Isiolo County,KE_County_11,,250,1381
202110,Oct-21,202110,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,51,46
202110,Oct-21,202110,,Tvf1zgVZ0K4,Busia County,KE_County_40,,6085,11738
202110,Oct-21,202110,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,552,672
202110,Oct-21,202110,,BjC1xL40gHo,Kakamega County,KE_County_37,,3273,3434
202110,Oct-21,202110,,jkG3zaihdSs,Nairobi County,KE_County_47,,124,204
202110,Oct-21,202110,,mYZacFNIB3h,Nyandarua County,KE_County_18,,19,11
202110,Oct-21,202110,,Y52XNJ50hYb,Meru County,KE_County_12,,57,99
202110,Oct-21,202110,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,3682,1768
202110,Oct-21,202110,,wsBsC6gjHvn,Mombasa County,KE_County_1,,119,128
202110,Oct-21,202110,,o36zCRjSd4G,Samburu County,KE_County_25,,36,106
202110,Oct-21,202110,,ihZsJ8alvtb,Kericho County,KE_County_35,,133,188
202110,Oct-21,202110,,mThvosEflAU,Trans Nzoia County,KE_County_26,,977,555
202110,Oct-21,202110,,vvOK1BxTbet,Baringo County,KE_County_30,,100,52
202110,Oct-21,202110,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,26,49
202110,Oct-21,202110,,HMNARUV2CW4,Bomet County,KE_County_36,,3,25
202110,Oct-21,202110,,kphDeKClFch,Turkana County,KE_County_23,,1848,1403
202110,Oct-21,202110,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,200,79
202110,Oct-21,202110,,BoDytkJQ4Qi,Makueni County,KE_County_17,,46,119
202110,Oct-21,202110,,JsH2bnvNt2d,Tana River County,KE_County_4,,468,485
202110,Oct-21,202110,,NjWSbQTwys4,Lamu County,KE_County_5,,6,7
202110,Oct-21,202110,,kqJ83J2D72s,Narok County,KE_County_33,,322,422
202110,Oct-21,202110,,nrI2khZx3d0,Kilifi County,KE_County_3,,214,292
202110,Oct-21,202110,,CeLsrJOH0g9,Wajir County,KE_County_8,,,119
202110,Oct-21,202110,,sPkRcDvhGWA,Kisii County,KE_County_45,,361,245
202110,Oct-21,202110,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,3177,1871
202110,Oct-21,202110,,uyOrcHZBpW0,Garissa County,KE_County_7,,392,443
202210,Oct-22,202210,,CeLsrJOH0g9,Wajir County,KE_County_8,,35,112
202210,Oct-22,202210,,NjWSbQTwys4,Lamu County,KE_County_5,,,1
202210,Oct-22,202210,,Y52XNJ50hYb,Meru County,KE_County_12,,98,151
202210,Oct-22,202210,,uyOrcHZBpW0,Garissa County,KE_County_7,,281,281
202210,Oct-22,202210,,ptWVfaCIdVx,Nyeri County,KE_County_19,,8,11
202210,Oct-22,202210,,wsBsC6gjHvn,Mombasa County,KE_County_1,,9,16
202210,Oct-22,202210,,o36zCRjSd4G,Samburu County,KE_County_25,,165,105
202210,Oct-22,202210,,HMNARUV2CW4,Bomet County,KE_County_36,,2,12
202210,Oct-22,202210,,BjC1xL40gHo,Kakamega County,KE_County_37,,8558,4201
202210,Oct-22,202210,,vvOK1BxTbet,Baringo County,KE_County_30,,318,285
202210,Oct-22,202210,,XWALbfAPa6n,West Pokot County,KE_County_24,,211,226
202210,Oct-22,202210,,sANMZ3lpqGs,Vihiga County,KE_County_38,,4309,1044
202210,Oct-22,202210,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,402,644
202210,Oct-22,202210,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,6208,2171
202210,Oct-22,202210,,bzOfj0iwfDH,Isiolo County,KE_County_11,,99,294
202210,Oct-22,202210,,fVra3Pwta0Q,Migori County,KE_County_44,,7687,1863
202210,Oct-22,202210,,Tvf1zgVZ0K4,Busia County,KE_County_40,,17293,14849
202210,Oct-22,202210,,qKzosKQPl6G,Kiambu County,KE_County_22,,95,154
202210,Oct-22,202210,,ihZsJ8alvtb,Kericho County,KE_County_35,,344,886
202210,Oct-22,202210,,yhCUgGcCcOo,Machakos County,KE_County_16,,37,72
202210,Oct-22,202210,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,5,16
202210,Oct-22,202210,,ahwTMNAJvrL,Muranga County,KE_County_21,,39,71
202210,Oct-22,202210,,N7YETT3A9r1,Kwale County,KE_County_2,,199,271
202210,Oct-22,202210,,u4t9H8XyU9P,Siaya County,KE_County_41,,9486,5662
202210,Oct-22,202210,,ob6SxuRcqU4,Nakuru County,KE_County_32,,141,311
202210,Oct-22,202210,,xuFdFy6t9AH,Laikipia County,KE_County_31,,86,95
202210,Oct-22,202210,,kphDeKClFch,Turkana County,KE_County_23,,1335,1230
202210,Oct-22,202210,,t0J75eHKxz5,Nandi County,KE_County_29,,397,104
202210,Oct-22,202210,,tAbBVBbueqD,Kisumu County,KE_County_42,,6175,13285
202210,Oct-22,202210,,uepLTG8wGWJ,Nyamira County,KE_County_46,,841,42
202210,Oct-22,202210,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,112,82
202210,Oct-22,202210,,PFu8alU2KWG,Embu County,KE_County_14,,16,25
202210,Oct-22,202210,,mYZacFNIB3h,Nyandarua County,KE_County_18,,16,54
202210,Oct-22,202210,,mThvosEflAU,Trans Nzoia County,KE_County_26,,99,25
202210,Oct-22,202210,,Eey8fT4Im3y,Marsabit County,KE_County_10,,63,109
202210,Oct-22,202210,,j8o6iO4Njsi,Kitui County,KE_County_15,,11,17
202210,Oct-22,202210,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,12,15
202210,Oct-22,202210,,kqJ83J2D72s,Narok County,KE_County_33,,348,263
202210,Oct-22,202210,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,10,6
202210,Oct-22,202210,,R6f9znhg37c,Mandera County,KE_County_9,,180,192
202210,Oct-22,202210,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,3814,2228
202210,Oct-22,202210,,jkG3zaihdSs,Nairobi County,KE_County_47,,160,281
202210,Oct-22,202210,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,505,271
202210,Oct-22,202210,,BoDytkJQ4Qi,Makueni County,KE_County_17,,44,73
202210,Oct-22,202210,,sPkRcDvhGWA,Kisii County,KE_County_45,,1261,702
202210,Oct-22,202210,,JsH2bnvNt2d,Tana River County,KE_County_4,,942,695
202210,Oct-22,202210,,nrI2khZx3d0,Kilifi County,KE_County_3,,19,42
202310,Oct-23,202310,,tAbBVBbueqD,Kisumu County,KE_County_42,,6037,13865
202310,Oct-23,202310,,sPkRcDvhGWA,Kisii County,KE_County_45,,1778,679
202310,Oct-23,202310,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,18,24
202310,Oct-23,202310,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,21,6
202310,Oct-23,202310,,nrI2khZx3d0,Kilifi County,KE_County_3,,69,155
202310,Oct-23,202310,,BoDytkJQ4Qi,Makueni County,KE_County_17,,84,97
202310,Oct-23,202310,,t0J75eHKxz5,Nandi County,KE_County_29,,24,13
202310,Oct-23,202310,,HMNARUV2CW4,Bomet County,KE_County_36,,446,83
202310,Oct-23,202310,,ahwTMNAJvrL,Muranga County,KE_County_21,,33,133
202310,Oct-23,202310,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,3429,1019
202310,Oct-23,202310,,xuFdFy6t9AH,Laikipia County,KE_County_31,,95,60
202310,Oct-23,202310,,ihZsJ8alvtb,Kericho County,KE_County_35,,87,168
202310,Oct-23,202310,,PFu8alU2KWG,Embu County,KE_County_14,,11,20
202310,Oct-23,202310,,CeLsrJOH0g9,Wajir County,KE_County_8,,31,23
202310,Oct-23,202310,,kqJ83J2D72s,Narok County,KE_County_33,,508,668
202310,Oct-23,202310,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,9153,3568
202310,Oct-23,202310,,kphDeKClFch,Turkana County,KE_County_23,,1367,1100
202310,Oct-23,202310,,mYZacFNIB3h,Nyandarua County,KE_County_18,,24,25
202310,Oct-23,202310,,XWALbfAPa6n,West Pokot County,KE_County_24,,374,121
202310,Oct-23,202310,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,45,52
202310,Oct-23,202310,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,12,21
202310,Oct-23,202310,,jkG3zaihdSs,Nairobi County,KE_County_47,,97,162
202310,Oct-23,202310,,BjC1xL40gHo,Kakamega County,KE_County_37,,13920,4592
202310,Oct-23,202310,,wsBsC6gjHvn,Mombasa County,KE_County_1,,29,27
202310,Oct-23,202310,,uyOrcHZBpW0,Garissa County,KE_County_7,,130,133
202310,Oct-23,202310,,Y52XNJ50hYb,Meru County,KE_County_12,,114,201
202310,Oct-23,202310,,JsH2bnvNt2d,Tana River County,KE_County_4,,684,487
202310,Oct-23,202310,,ptWVfaCIdVx,Nyeri County,KE_County_19,,10,12
202310,Oct-23,202310,,NjWSbQTwys4,Lamu County,KE_County_5,,35,46
202310,Oct-23,202310,,N7YETT3A9r1,Kwale County,KE_County_2,,220,278
202310,Oct-23,202310,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,73,55
202310,Oct-23,202310,,R6f9znhg37c,Mandera County,KE_County_9,,48,73
202310,Oct-23,202310,,yhCUgGcCcOo,Machakos County,KE_County_16,,3,3
202310,Oct-23,202310,,vvOK1BxTbet,Baringo County,KE_County_30,,459,365
202310,Oct-23,202310,,sANMZ3lpqGs,Vihiga County,KE_County_38,,4013,1022
202310,Oct-23,202310,,uepLTG8wGWJ,Nyamira County,KE_County_46,,1830,297
202310,Oct-23,202310,,j8o6iO4Njsi,Kitui County,KE_County_15,,39,81
202310,Oct-23,202310,,qKzosKQPl6G,Kiambu County,KE_County_22,,78,139
202310,Oct-23,202310,,o36zCRjSd4G,Samburu County,KE_County_25,,90,170
202310,Oct-23,202310,,mThvosEflAU,Trans Nzoia County,KE_County_26,,5,5
202310,Oct-23,202310,,Eey8fT4Im3y,Marsabit County,KE_County_10,,113,116
202310,Oct-23,202310,,fVra3Pwta0Q,Migori County,KE_County_44,,2634,2745
202310,Oct-23,202310,,ob6SxuRcqU4,Nakuru County,KE_County_32,,296,464
202310,Oct-23,202310,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,207,255
202310,Oct-23,202310,,bzOfj0iwfDH,Isiolo County,KE_County_11,,131,346
202310,Oct-23,202310,,Tvf1zgVZ0K4,Busia County,KE_County_40,,16643,18144
202310,Oct-23,202310,,u4t9H8XyU9P,Siaya County,KE_County_41,,6726,4762
202410,Oct-24,202410,,N7YETT3A9r1,Kwale County,KE_County_2,,952,1128
202410,Oct-24,202410,,NjWSbQTwys4,Lamu County,KE_County_5,,7,46
202410,Oct-24,202410,,ptWVfaCIdVx,Nyeri County,KE_County_19,,,3
202410,Oct-24,202410,,Y52XNJ50hYb,Meru County,KE_County_12,,351,388
202410,Oct-24,202410,,vvOK1BxTbet,Baringo County,KE_County_30,,703,623
202410,Oct-24,202410,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,9803,3796
202410,Oct-24,202410,,uyOrcHZBpW0,Garissa County,KE_County_7,,182,181
202410,Oct-24,202410,,o36zCRjSd4G,Samburu County,KE_County_25,,178,452
202410,Oct-24,202410,,wsBsC6gjHvn,Mombasa County,KE_County_1,,110,220
202410,Oct-24,202410,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,126,137
202410,Oct-24,202410,,jkG3zaihdSs,Nairobi County,KE_County_47,,,8
202410,Oct-24,202410,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,318,222
202410,Oct-24,202410,,BoDytkJQ4Qi,Makueni County,KE_County_17,,362,581
202410,Oct-24,202410,,R6f9znhg37c,Mandera County,KE_County_9,,93,537
